label,sentence
1,"Контакты: по ссылкам один и два, на почту anastasia.sycheva@Megafon.ru или в тг @Anastasia_HRMegaFon"
11,P.S.
4,Чтобы узнать больше о команде – можно посмотреть интервью Вити Рогуленко ребятами из команды
0,Всем привет!
0,"Ищу фронтендера, который не боится верстки."
14,Нужно будет помочь с новым сайтом для wunderfund.io
9,"Верстка, приколюхи с видео, адаптив, рендеринг маркдауна, интеграции со сторонними сервисами, CI/CD"
16,Стек: Next.js + tailwindcss
12,Оплата: 2000 руб./час
1,Пишите @georgy
7,"Backend|Fullstack Web Developer [Remote], Phystech.Genesis"
12,Вилка: 1000 — 2000 руб / час
11,"Стэк: java, spring-boot, hibernate, js/ts, vue3, postgres, linux/bash"
9,(бэк важнее)
11,Опыт: иметь опыт разработки с использованием 5 из 8 инструментов выше
9,Задачи:
9,"- поднимать веб-сервис на сервер,"
9,"- вносить небольшие доработки/правки в сервис как на фронте, так и на бэке,"
9,- в перспективе брать на себя крупные задачи по доработке сервиса
7,Команда: в команде Senior Backend и Frontend.
15,Введем в курс дела и сможем обучить.
11,"Комментарий: Преимущественно нужен бэк, но навыки фронта — отличный бонус."
15,Вакансия идеально совмещается с учёбой на старших курсах / работой.
15,"Так что, если ты джун — миддл, готов учиться и вкладываться — ты подходишь."
4,"По итогу нам нужен ""мастер на все руки"", знающий сервис целиком."
11,Писать @marakhin
0,"Всем, привет!"
15,"Если вы рассматриваете переезд в Новую Зеландию через получение оффера, то дальше читайте внимательно."
3,Компания - Westpac New Zealand.
7,Роль - Platform Engineer - Contact Centre Technologies.
9,Нужно 8 таких инженеров.
11,https://www.linkedin.com/jobs/view/2934437271/?alternateChannel=search&refId=X%2B%2Fz4w2ekdeDNEoGhzLUkQ%3D%3D&trackingId=7X5ZiWj1RA05cafpUL8kUw%3D%3D
9,Я знаю нанимающего менеджера и готова помочь поправить ваше резюме под kiwi style.
11,"Он готов рассматривать кандидатов как из Украины, так и из России, и подтвердил, уточнив у HR, что:"
4,"""We will sponsor essential worker visas if workers are in that category."
9,"Process is same, interview then successful and we get to offer stage the process starts."
4,"I think the min pay is 83K but … we pay higher than that anyway""."
0,Всем удачи!
9,Open-source стартап OpenReplay ищет бэкэнд-разработчика с хорошим опытом создания или масштабирования (шардинг) баз данных.
11,Глубокое знание Postgres или ClickHouse будет большим плюсом.
11,"Кандидаты должны будут релоцироваться в Париж, Франция 🇫🇷"
7,Должность
7,Middle / Senior Backend Developer in Python / Go
10,Город и адрес офиса
11,Париж.
15,Вакансия предполагает быструю релокацию (2 недели) по французской тех визе.
6,Формат работы
6,"Удаленка, но из Франции :)"
13,Занятость
13,Полная
11,"Стек: Python, Go, Kafka, Postgres, Clickhouse"
5,Что нужно делать:
5," ⁃ разрабатывать бэкенд open-source версии и облачной версии"
9," ⁃ масштабировать базы данных для облачной версии"
9,"⁃  ускорять запросы, API, улучшать существующий бэкенд"
17,Что предлагаем:
17," ⁃ ДМС во Франции"
11," ⁃ опционы для сильных кандидатов"
4," ⁃ работа бок о бок с CEO"
17," ⁃ прокачать свой GitHub профиль, работая над open-source"
4,⁃  небольшая и очень крутая команда
12,Зарплатная вилка: €60K - €100K gross
3,Название компании: OpenReplay
1,Контакты: кидайте резюме мне @garrrikkotua или на почту mehdi@openreplay.com
0,"Ребята, привет!"
7,Ищу себе в команду специалиста уровня middle/senior на позицию ETL-разработчика.
3,Компания: Иннотех
6,Формат работы: удаленка
13,Занятость: полная
12,"Зарплата: вилки широкие, выше среднего по рынку, пожелания кандидата всегда учитываются"
9,Команда занимается построением витрин данных под подтребности розничных рисков ВТБ.
15,Тех.
11,"стек: Teradata, Hadoop, Greenplum, SAS DIS, Spark, Airflow"
11,Наш идеальный кандидат имеет:
11," ⁃ отличные знания SQL (оптимизация запросов - обязательно)"
11," ⁃ опыт разработки ETL-процессов"
11," ⁃ понимание принципов построения аналитических хранилищ данных"
5,Что нужно делать:
9," ⁃ разрабатывать и тестировать ETL-процессы"
9," ⁃ разрабатывать алгоритмы обработки данных по заданным требованиям"
9," ⁃ разрабатывать процессы проверки, загрузки и выгрузки данных"
9," ⁃ разрабатывать процедуры обработки данных в хранилище"
17,Что предлагаем:
17," ⁃ ДМС по окончании испытательного срока"
17," ⁃ необходимое оборудование для удаленной работы"
17," ⁃ широкие возможности для обучения, как внутреннего, так и внешнего"
17," ⁃ молодая, дружелюбная команда"
17," ⁃ годовые премии по итогам работы"
1,Контакты:
11,@beawoe
0,"Ребята, привет!"
7,Ищу себе в команду специалиста уровня middle на позицию системного аналитика.
3,Компания: Иннотех
6,Формат работы: удаленка
13,Занятость: полная
12,"Зарплата: вилки широкие, выше среднего по рынку, пожелания кандидата всегда учитываются"
9,Команда занимается построением новых витрин данных и доработкой уже существующих под подтребности розничных рисков ВТБ.
15,Тех.
11,"стек: Teradata, Hadoop, Greenplum, SAS DIS, Spark, Airflow"
11,Наш идеальный кандидат имеет:
11," ⁃ хорошие знания SQL (написание сложных запросов, уверенное знание оконных функций)"
11," ⁃ опыт работы с хранилищами данных"
9," ⁃ понимание устройства модели данных"
5,Что нужно делать:
11," ⁃ общаться с заказчиком, уточнять требования"
9," ⁃ проводить поиск и анализ данных в источниках"
15," ⁃ строить маппинги"
5," ⁃ строить и тестировать прототипы витрин"
9," ⁃ формировать необходимую сопутствующую документацию"
17,Что предлагаем:
17," ⁃ ДМС по окончании испытательного срока"
17," ⁃ необходимое оборудование для удаленной работы"
17," ⁃ широкие возможности для обучения, как внутреннего, так и внешнего"
17," ⁃ молодая, дружелюбная команда"
17," ⁃ годовые премии по итогам работы"
1,Контакты:
11,@beawoe
0,"Друзья, всем привет!"
14,Алексей Мазго CEO проекта JStick.ru
7,"Наш проект активно развивается, и мы открыли 3 позиции: Junior+, Middle Backend/Frontend Dev, Full Stack; Data Analytics."
4,"Технически наш продукт - это DataSource online источников от маркетплейсов до агрегаторов, из этих данных мы строим SaaS и продуктовую аналитику."
9,"Фокус на микросервисную архитектуру проекта, чтобы продукт быстро и легко развернуть и растиражировать на любом рынке, а мы смотрим на EU, US, Латинская Америка."
9,Технологический стек продукта:
16,Back-end:
11,"Python, PostgreSQL, Docker, Django, REST API;"
11,Frontend:
11,"React, Angular, Typescript,;"
16,BI на базе chart.js.
4,Наши ценности:
4,"Нет иерархии, есть роль и команда."
11,Deliver results.
9,Not the process.
9,Командные задачи:
7,Backend:
9,Разработка datasources/ETL микросервисов для сбора данных из online aggregator/marketplaces;
9,Проектирование микросервисной архитектуры.
11,Frontend:
9,Создание нового lowcode продукта;
4,Реализация новых пользовательских интерфейсов;
9,Проектирование системы микросервисов.
7,Data analytics:
9,Построение статистической модели данных;
7,Построение моделей для предиктивной и прогнозной аналитики;
9,"Собирать, обрабатывать и анализировать данные, полученные из  datasource источников."
12,ЗП + годовые бонусы до 6 окладов.
1,Контакты: @alexeymazgo
9,Продакт/проджект менеджер
11,Проект: app.aimfly.io
17,Делаем карьерного коуча в кармане (mobile app).
4,На основе профиля человека:
4,- строим рутину по развитию карьеры
9,- развиваем проф.
4,качества
17,- мэтчим с карьерными коучами/менторами
11,- мотивируем через геймификацию и комьюнити
11,"Рынки: North America, UK"
4,Стадия: закрыли seed-раунд с US-based инвестором
9,Задачи:
11,- Создавать логику работы приложения
11,- Формировать воркфлоу на ближайшие спринты
11,Требования:
11,- Огонь в глазах
11,- Практический опыт agile разработки
11,- Оунершип
5,- Некуратимое желание сделать крутой продукт
17,Условия:
15,- Оклад и опцион обсуждаем после собеседования
15,- Готовы рассмотреть сильных тиммейтов на парттайм с перспективой перехода на фултайм
7,Full-stack разработчик / Team Lead
11,Проект: app.aimfly.io
17,Делаем карьерного коуча в кармане (mobile app).
4,На основе профиля человека:
4,- строим рутину по развитию карьеры
9,- развиваем проф.
4,качества
17,- мэтчим с карьерными коучами/менторами
11,- мотивируем через геймификацию и комьюнити
11,"Рынки: North America, UK"
4,Стадия: закрыли seed-раунд с US-based инвестором
9,"Задачи: разработка мобильного приложения (flutter или реакт, на выбор)"
11,Требования:
11,- Огонь в глазах
11,- Практический опыт agile разработки
11,- Оунершип
5,- Некуратимое желание сделать крутой продукт
17,Условия:
15,Оклад и опцион обсуждаем после собеседования
15,Готовы рассмотреть сильных тиммейтов на парттайм с перспективой перехода на фултайм
1,Пишите c CV/Linkedin в телеграмм @lisovskypavel
3,"Компания: АНО ""СОДФУ"" (дочка ЦБ) (https://finombudsman.ru/)"
7,Должность: Главный эксперт
10,"Город и адрес офиса: Москва, м. Третьяковская (5 мин."
11,пешком)
6,Формат работы: офис/удаленка (по договоренности)
17,Зарплата: 110к на руки + 4-6 окладов годовая премия + 2 оклада к отпуску ежегодно
1,Контакты: @khetagurov (khetagurov@phystech.edu)
3,О компании:
9,Занимаемся реформированием страхового рынка в России.
3,Пытаемся упростить взаимоотношения потребителя финансовых услуг с финансовыми организациями.
11,Повышаем защищённость потребителей финансовых услуг на финансовом рынке.
5,Что нужно будет делать:
15,"  -  Вести IT проекты от самой начальной их стадии и до конца."
9,"взаимодействовать как с методологами, так и с разработчиками."
4," - Разрабатывать тз, чтз на развитие / создание IT продуктов организации."
4," - Аналитика с точки зрения устранения недочётов в уже существующих IT системах организации."
11,Что мы ждем от тебя:
15," - Если ты студент, то время на работу есть."
4," - Тебе не сложно общаться с людьми."
11,Ты коммуникабелен.
11," - Ты автономен, тебя не надо контролировать."
11,"- Знаешь Эксель, можешь отрисовать бизнес-процесс, сделать презентацию."
9,- Не падаешь в обморок от бюрократии при взаимодействии с гос.
11,органами.
11,"Будет плюсом, если:"
3,- Уже имеешь понимание бизнес-процессов страховых компаний и (или) кредитных организаций.
17,Что предлагаем:
6,"  - удаленка/офис по желанию"
5,"  - результат важнее чем процесс"
11,"  - технику выдаем"
17,"  - сильная команда"
17,"  - карьерный рост"
17,Физтех-школа прикладной математики и информатики МФТИ ищет опытного преподавателя по QA / тестированию.
15,Нужно разработать и прочитать онлайн-курс для B2C рынка.
13,Занятия по видеоконференцсвязи.
17,Предварительная программа:
11,https://sashalab.notion.site/QA-90378c5452994680bcd5cf00d29b75e6
15,Финальный вариант будет обсуждаться с преподавателем.
12,"Оплата: зависит от количества часов (обсуждается в зависимости от программы), за каждый академический час от 1500 рублей."
1,"Если заинтересовались, по всем вопросам пишите в Telegram Анастасии Ивановой t.me/AnastasiaIvanovaEdu."
17,"Всем привет, предлагаем девелоперам из РФ и Белоруссии перекатиться в web3 (к р и п т а) и после обучения зарабатывать 300к/наносек не в фантиках"
0,Кого ищем:
11,-С / C++ девелоперы
11,-javascript девелоперы
11,"опыт работы — год+, очень интересны толковые кадры с 3+ лет опыта работы"
11,Что хотим:
17,-Обучить программировать на Rust/Solidity для дальнейшей работы в крипто индустрии
17,Что предлагаем:
17,"-Обучение с наc, на время обучения будем также платить зарплату, которая существенно увеличится в случае успешного прохождения обучения."
4,Для справки джун-вакансии по этим направлениям в индустрии min $80-100к в год.
5,"Девелоперов очень сильно не хватает, поэтому толковые люди нарасхват и за них готовы платить."
15,На время обучения размер стипендии зависит от вашего профайла — некий минимум $2-3k в месяц.
9,Готовым спецам готовы платить больше.
17,-Оплата в долларах США
17,"-Помогаем с релокацией в Ереван, обеспечим временным жильем, поможем найти постоянное жилье в Ереване"
1,-Поможем решить все необходимые юридические вопросы и открыть банковский счет
1,Контакт:
1,lm@hashcib.com
11,@LevonMD
4,Кто мы такие:
4,"Крипто VC-фонд, который вместе с рядом партнеров и портфельных компаний из индустрии entertainment и крипты, предлагает вакансии в Ереване для IT специалистов из России и Белоруссии"
0,Всем приветы!
4,Я сейчас работаю в онлайн-сервисе туту.ру и мы ищем дизайнера в команду b2b
11,https://company.tutu.ru/designer_tutu
11,https://korolev.hh.ru/vacancy/53829882
12,Вилка 150-200
9,Мы занимаемся развитием сервиса организации командировок для бизнеса.
11,"Мы делаем так, чтобы от момента, когда человек решил поехать до момента получения всех билетов, броней и документов для бухгалтерии прошло не больше 10 минут."
11,От вас:
11,- Разрабатывать макеты для Web в Figma больше двух лет;
9,- Уметь разговаривать напрямую с разработчиками и заказчиками;
11,- Иметь опыт работы с дизайн-системами;
9,"- Не бояться специфики B2B продукта, у нас много документов."
1,"Пишите по контактам в вакансии, а если что спросить, то можно и мне @dimaker94."
4,"От себя скажу, что команда топ из топов)"
0,Вакансия:
3,Компания: Карготех
5,Что делаем: Убер в грузоперевозках
10,Город: удаленно
12,ЗП: от 80 000 до 120 000р.
17,официальное трудоустройство
5,Карготех— логистический стартап.
4,"Наши клиенты – Ikea, Nestle, Сибур, крупнейшие транспортные компании."
17,Расширение команды для международной версии.
11,Базовый стек:
11,•  PHP
11,•  Laravel
11,Требования:
11,•  Опыт от 2-х лет
11,"•  Хорошие знания PHP, MS SQL, JS"
17,Условия приема:
11,- Собеседование (либо хороший гит с проектами) + Оплачиваемая тестовая неделя по ставке;
11,Яков
11,https://cargo.tech
4,yakov@cargo.tech
11,@YakovGL
9,Мы занимаемся автоматизацией рутинных процессов.
11,"Требуются хорошие знания js, знания html и взаимодействие с ним из js (dom)."
11,В идеале опыт работы с puppeteer js.
6,Формат работы: удаленная работа;
3,Компания: Карготех
5,Что делаем: Убер в грузоперевозках
10,Город: удаленно
12,ЗП: от 70 000 до 120 000р.
17,официальное трудоустройство
5,Карготех— логистический стартап.
4,"Наши клиенты – Ikea, Nestle, Сибур, крупнейшие транспортные компании."
11,Требуемый стек:
11,- JS (хороший уровень);
11,- Nodejs (базовый уровень);
11,- HTML;
17,Условия приема:
11,- Собеседование (либо хороший гит с проектами) + Оплачиваемая тестовая неделя по ставке;
11,"Можем предложить варианты развития в сторону vue, php, laravel."
11,По желанию.
1,Контакты: @YakovGl
9,"Присылайте, пожалуйста, ваше резюме, или ваш гит с примерами вашего кода."
0,Всем привет!
4,Мы с другом разрабатываем онлайн платформу нового формата для языкового обмена.
4,"Сейчас ищем человека, который мог бы нам помочь с разработкой фронта."
7,Должность: Frontend React developer
6,Формат работы: удаленка
13,Занятость: проектная
12,Зарплатная вилка: 150 000 за проект
4,Описание вакансии: Разработка простой интерактивной платформы по созданному ТЗ.
9,Оценка времени разработки: 1 месяц.
11,"Стек: React, Redux, css"
4,"Название компании: Мы молодой стартап, который разрабатывает онлайн платформу для языкового обмена"
1,Контакты: отправляйте резюме мне в телеграмм @OctopBP
17,"Друзья, возможно сейчас многие из нас потеряли работу или просто ищут новую."
17,Мы в Физтех-Союз верим в лучшее и стремимся быть конструктивными здесь и сейчас.
17,"Мы заручились поддержкой партнёров Физтех-Союза, которые готовы рассматривать резюме физтехов в свои компании на приоритетной основе."
4,Среди них:
4,"• Сергей Дашков (бизнес-ангел, предприниматель, сооснователь СДС-Фудс)"
11,• Вадим Якунин ( ГК Протек)
15,• Алексей Сонк (Учи.ру)
11,"• Игорь Рыбаков (Технониколь, РЫБАКОВ ФОНД)"
11,• Александр Черепнин (Форексис)
11,• Михаил Шелков (ВСМПО-АВИСМА)
11,• Алексей Половинкин (ООО «Цифровое образование»)
11,• Андрей Иващенко (ЦВТ «ХимРар»)
11,• Александр Гольцов (ВсеИнструменты.ру)
11,• Алексей Малеев (Центра развития ИТ-образования МФТИ)
4,• Андрей Богданов (Фонд развития Физтех-школ)
11,• Максим Кузюк (НЛМК)
4,• Тарас Пустовой (Фонд развития онлайн-образования)
17,"Если вы физтех и ищете работу, то компании физтехов готовы предложить их вам."
17,"Присылайте резюме через специальную форму на нашем сайте или откликайтесь на вакансии (вакансии пока не все опубликованы, так что лучше резюме тоже оставить, мы будем их направлять по выделенному физтех-каналу в указанные выше компании)."
19,Присылайте резюме по ссылке https://bit.ly/3i156ue.
19,Или откликайтесь на вакансии здесь: https://phystech-union.org/category/vakansii/.
0,Всем привет.
17,"Продолжаем искать рисерчеров, обновили условия работы."
9,"Мы в wunderfund.io занимаемся высокочастотной торговлей на бирже с 2014 года, активно используем машинное обучение."
5,Сейчас мы торгуем на 12 биржах по всему миру и наш дневной оборот больше $1 млрд.
5,"Делаем маркет-мейкинг — предоставляем на биржи ликвидность, формируем биржевой стакан, по-умному располагаем заявки на покупку и на продажу."
0,Ищем в команду – ML-рисерчеров:
9,"🧙‍♂️ Вы будете улучшать качество предсказания биржевого стакана, грубо говоря, куда пойдет цена в ближайшие миллисекунды — придумывать фичи и обучать модели."
17,Работа в команде будет похожа на Kaggle-соревнования.
9,"Нужно будет внимательно смотреть на данные, придумывать фичи, проверять гипотезы, добиваясь максимальной точности моделей."
9,"Но, в отличие от Kaggle, модели и фичи должны считаться максимально быстро."
9,Поэтому простые и легкие модели и никакого стакинга.
9,"✨ Для работы вам понадобится хорошо знать Python, быть опытным практиком в обучении сеток/бустингов и вообще в методе пристального вглядывания в данные."
11,"Здорово, если вы учитесь в ШАД и имеете успехи в Kaggle или ACM ICPC."
17,"😏 У нас очень сильная команда, все ребята бывшие олимпиадники."
9,"У нас найдутся задачи как для 🎩🧐опытных ребят, так и для студенов старших курсов."
17,"👾 Вот небольшое видео с рассказом, как устроена работа и вообще — https://youtu.be/in2wXwxeaqs"
12,Платим от $2700 до $6700 в зависимости от опыта.
17,"В особых случаях больше, договоримся."
17,Можем платить любым удобным вам и надежным способом.
1,Пишите @georgy_wf
11,P.S.
0,"дата-инженеров тоже ищем, ЗП тоже зафиксирована в USD"
0,"Привет, в сингапурский финтех стартап Osome (сейчас 481 человек) (https://osome.com/sg/)"
7,Ищем Senior Data Scientist’а
9,Два варианта зарплаты: в долларах либо в рублях(индексируется по текущему курсу).
15,От 3000$ до 7000$(обсуждается на собеседовании)
12,"Возможность оплачиваемого переезда в Армению(3-5 мес), пока ищем локацию в Европе."
15,Оплачиваем перелеты и проживание первое время.
17,Удаленная работа (есть возможность работать в офисе в Москве)
5,"Что делает наша команда: занимаемся процессингом документов, нужно быть крутым спецом в NLP."
4,"Плюшки: корпоративный английский, оплачиваемые сессии с психологом, 3500р в квартал на посиделки с командой."
11,Скидывайте резюме в ЛС.
11,@kozlovartem
9,"В быстрорастущею команду ищем Junior + DE, кто будет заниматься разработкой ETL и парсингом данных, а также помогать выстраивать data архитектуру."
9,Проект связан с медицинскими данными.
12,Вилка:
11,80к-130к руб.
9,О нас: Компания - консьерж сервис по подбору врачей и медицинских услуг исходя из запроса пациента на основе аналитической системы.
5,Работаем одновременно в VIP сегменте + реализуем маршрутизацию клиентов и подбор врачей для Гос.
4,сектора и крупных Телемед компаний.
9,Сейчас активно развиваем именно аналитический продукт.
9,"Предстоящие задачи: Предстоят задачи по парсингу данных с различных источников (выстраивание алгоритма, автоматизация работы кода), формирование и управление БД."
9,Простые ETL циклы (обработка сырых данных и формирование витрин)
11,"Стек: Python (классический набор библиотек, pandas, библиотеки для визуализации данных), Jupyter Notebook, Flask / Grafana (как плюс), SQL (Postgresql), работа с Rest Api , Git"
11,Будет плюсом:
11,- Умение переформулировать бизнес-требования в ТЗ и реализация.
11,- Умение быстро вникнуть в предметную область.
11,- Формировать ad-hoc выгрузки данных из источников по заданным требованиям.
9,- Проводить системный анализ различных источников данных для их дальнейшего использования в выгрузках
11,"- Проактивность, ответственность, критическое мышление приветствуются)"
17,Мы предлагаем:
6,- гибкий график
10,"- офис в центре (Армянский переулок, м. Китай-город)"
17,- Возможность выстроить уникальный аналитический продукт
11,"- Работать в проекте, который приносит реальную ценность людям"
0,Пишите в личку
0,Всем привет!
0,В Сбер ищем AI Product Manger (риски розничного бизнеса)
7,"В конце прошлого года нашли Middle, теперь нужен Senior :)"
17,• Senior: 255 – 319 + (+годовой бонус 3-6 окладов)
9,"В 2021 портфель ПК преодолел 3 трлн., в 2022 нас ждут новые вызовы"
20,"Это лучший вариант для тех, кто любит “пощупать результат руками” и охватывать весь жизненный цикл моделей."
9,Вас ждет один из самых продвинутых продуктов по монетизации AI.
17,Даже в условиях новой макрореальности
9,Задачи
9,• Выстраивание архитектуры модельного ландшафта
11,"• Управление бэклогом DS, роль PM по кросс-командным ML проектам"
11,• Выполнение KPI по модельному риску в своей зоне ответственности
9,"• Исследование внутренних и внешних данных, генерирование гипотез по улучшению моделей, постановка задач DS/DE/MLE"
9,"• Приемка результатов моделирования, передача бизнес-заказчику, оценка фин."
9,эффекта (А/В тест) и мониторинг моделей
11,Требования
11,"• Аналитический склад ума, системное мышление, опыт работы DA/DS/риск-менеджера 6+ лет"
15,"• Портфель успешных ML-проектов ""от идеи до монетизации в бизнес-процессах"" (3+ проекта)"
11,"• Знание ТВиМС, базовых и продвинутых алгоритмов ML, python"
11,"Высылайте ваше CV в TG: @alexshishorin, e-mail: Alex.shishorin@gmail.com"
0,Всем привет!
2,В Сбер ищем портфельного менеджера (риски розничного бизнеса)
7,Уровень: Middle (160 – 200 т.р.
17,+годовой бонус 2-5 окладов)
9,"В 2022 запускаем продукт BNPL (Buy now, Pay later)."
9,"Вместе мы будем не просто создавать новый продукт, а менять целый рынок финансовых услуг."
10,Офис на Кутузовском проспекте с панорамным видом на Москву прилагается 😊
9,Задачи
9,• Разработка логики принятия решения по продукту «с нуля»
9,• Формирование ТЗ на внедрение изменений стратегии в ПРОД
5,• Управление риском нового портфеля
9,• Генерирование гипотез по улучшению продукта
11,Требования
11,"• Высшее образование (математическое, техническое или экономическое)"
11,• Минимум 2 года опыта в области портфельного риск-менеджмента (розница)
11,"• Знание математики, мат."
7,"моделирования, ТВиМС, Data Science, концепции проверки гипотез;"
11,"• Умение работать с данными, проводить аналитику, презентовать результаты в формате one-pager"
11,"• Excel, SQL на продвинутом уровне"
17,Что мы предлагаем
9,• Уникальный challenge по созданию и развитию нового продукта;
17,• Работа в крутейшем офисе м.Кутузовская;
17,• Достойная заработная плата (оклад + годовая премии);
17,"• ДМС, корпоративная пенсионная программа;"
11,• Тренажерный зал.
11,"TG: @alexshishorin, e-mail: alex.shishorin@gmail.com"
9,"Всем добрый день) И снова мы, но теперь по другому направлению исследований в рамках компании «Антиплагиат»"
3,Компания: Антиплагиат
9,Вакансия: Разработчик-исследователь
7,Уровень: Junior/Middle
10,"Расположение: г. Москва, МЦК Верхние Котлы/м."
11,Нагатинская (сейчас работаем удаленно)
12,Вилка: 120-165 тыс.
11,руб.
11,net (в зависимости от навыков и умений) + ежегодный бонус (сильно зависит от навыков и умений)
4,Компания Антиплагиат — разработчик решений в области анализа текстов и поиска текстовых заимствований в крупных коллекциях документов и сети Интернет ищет к себе в команду разработчика-исследователя.
9,"Чем занимается отдел исследований, можно узнать из блога на habr (https://habr.com/ru/company/antiplagiat/)."
9,В основном предстоит заниматься задачами анализа текстов:
11, - Поисковые запросы по большой коллекции документов.
9, - Классификация текстов и векторизация текстов.
9, - Тематическое моделирование + тематически поиск.
9, - Суммаризация и категоризация научных текстов.
11,Необходимые навыки:
11," - Уверенное знание Python и библиотек: sklearn, pytorch, библиотек для визуализации данных."
9," - Уверенное понимание математических основ базовых алгоритмов машинного обучения, алгоритмов и структур данных."
11, - Высшее техническое образование.
11,Плюсом будет:
11," - Владение классикой NLP: мешок слов, TF-IDF, CRF."
11," - Знание архитектур: LSTM, CNN, seq2seq, transformer."
11, - Умение ориентироваться в эмбеддингах от w2v и ft до BERT/GPT/T5.
11, - Опыт работы с тюнингом предобученных моделей.
17,Мы предлагаем:
6, - Гибкий график работы.
11," - Обучающие программы, уроки английского языка."
17, - Медицинское сопровождение (ДМС).
17, - Корпоративные мероприятия и праздники.
11," - Чай, кофе, печеньки, завтраки."
14,Резюме направлять на hr@antiplagiat.ru;
9,Тема письма: Вакансия “разработчик-исследователь“.
7,Должность: Software Engineer в ActianX/Vector
10,"Город:    Ilmenau/Hamburg*, Germany"
6,"Формат работы: офис, удалёнка из Германии"
13,Занятость: полная
17,"Зарплата: 50-60k Euro в год,"
7,Также есть Senior вакансия;
11,Калькулятор https://www.brutto-netto-rechner.info/gehalt/gross_net_calculator_germany.php
11," https://github.com/ru-de/faq"
3,Название компании: Actian
11,Язык: английский
9,Проект - Actian Vector - высокопроизводительная аналитическая колунумарная база данных.
9,Код на C; Python и Bash для тестов и инфраструктуры.
9,"Dev-workflow под Linux; целевая платформа - Linux, Windows."
11,"Стек технологий: Hadoop, Intel MPI, AWS SDK."
11,https://actian.bamboohr.com/jobs/view.php?id=90
0,Привет всем!
0,Ищем на ФПМИ 2 препов:
9,1) По анализу данных и машинному обучению
11,https://sashalab.notion.site/DS-ML-92bead6595234bba9bfc56182e8ce3eb
11,2) По Docker (небольшой интенсив)
11,https://sashalab.notion.site/Docker-884cd09be7d54663adc3a8f831e6d290
12,Вилка: 3000 руб / ак.ч.
19,Программы лежат по ссылкам.
1,"Если заинтересовались, по всем вопросам пишите в Telegram Анастасии Ивановой @AnastasiaIvanovaEdu."
0,Всем привет!
7,Ищем Middle/Middle+ CV под запуск нового FunTech мобильного приложения для обработки коротких видосов (по факту посередине между Snap и TikTok).
16,"Основная идея — автоматически создавать “ремиксы” коротких видео и научиться их ранжировать так, чтобы было залипательно."
11,"Внутри нейросетевые эффекты, маски, AR, on-device и т.д."
5,"Сильная команда из Яндекса, CV стартапов."
17,"Exec команда (с-level) так же сильная, молодая и адекватная."
11,Мы ищем сильного исследователя/ml инженера с опытом работы на реальных задачах с выводом в продакшн.
3,Компания: Poteha Labs
7,Должность: Computer Vision Engineer
6,Формат работы: удаленка или офис в центре мск
13,Занятость: полная
12,Зарплатная вилка: 200к-400к рублей/месяц на руки.
11,Если царско подходите по скилам обсуждаем и выше.
9,Что предстоит:
9,- обучение/тюнинг (style) GAN моделей
11,- realtime AR для селфи-видео
4,- встраивание моделей on-device (с командой iOS/Android) и масштабирование через gpu-based serving (с командой backend)
11,Ожидания от кандидата:
11,- опыт работы с компьютерным зрением в продакшне на реальных задачах
11,- отличное знание pytorch
11,- опыт работы с scikit-image / opencv / PIL
11,"- опыт обычения GAN’ов (StyleGAN, CycleGAN, etc.)"
4,- кругозор в области генерации image-based контента
11,"- адекватность, умение комфортно общаться с не техническими членами команды."
9,- проактивность в решении задач и причинении пользы проекту.
